physician_id,physician_specialty,physician_state,payment_date,payment_amount,payment_type,paying_company
PHY00445,Neurology,TX,2025-07-06,260.15,Research Payment,MedCore Ltd
PHY00492,Pulmonology,OH,2024-08-27,247.06,Research Payment,BioGen Solutions
PHY00090,Oncology,TX,2025-11-20,132.64,Consulting Fee,MedCore Ltd
PHY00202,Psychiatry,FL,2024-11-17,132.61,Speaker Fee,Acme Pharma
PHY00275,Cardiology,GA,2024-11-17,49.93,Meal,BioGen Solutions
PHY00450,Rheumatology,CA,2025-06-10,599.17,Travel & Lodging,BioGen Solutions
PHY00344,Oncology,CA,2024-09-19,295.18,Royalty,NovaHealth Inc
PHY00381,Psychiatry,PA,2024-10-15,161.66,Royalty,BioGen Solutions
PHY00454,Rheumatology,TX,2024-11-30,189.61,Consulting Fee,BioGen Solutions
PHY00353,Cardiology,IL,2025-11-22,525.12,Meal,Acme Pharma
PHY00437,Psychiatry,NY,2024-11-03,676.25,Royalty,NovaHealth Inc
PHY00285,Oncology,FL,2025-01-26,16.22,Meal,BioGen Solutions
PHY00165,Oncology,FL,2025-08-03,323.39,Research Payment,MedCore Ltd
PHY00124,General Practice,FL,2024-12-09,85.58,Travel & Lodging,BioGen Solutions
PHY00273,Psychiatry,CA,2024-07-05,135.37,Travel & Lodging,Acme Pharma
PHY00022,Pulmonology,CA,2024-06-14,66.38,Speaker Fee,NovaHealth Inc
PHY00234,Neurology,PA,2025-10-31,125.35,Research Payment,MedCore Ltd
PHY00218,Pulmonology,OH,2024-09-02,341.64,Consulting Fee,BioGen Solutions
PHY00447,Endocrinology,PA,2024-09-26,34.78,Travel & Lodging,BioGen Solutions
PHY00306,Pulmonology,MI,2025-09-27,409.8,Royalty,Acme Pharma
PHY00118,Rheumatology,MI,2025-03-28,250.34,Consulting Fee,Acme Pharma
PHY00435,Neurology,GA,2025-10-02,97.38,Meal,BioGen Solutions
PHY00314,General Practice,FL,2024-04-06,42.58,Consulting Fee,Acme Pharma
PHY00462,Pulmonology,GA,2025-09-04,118.7,Travel & Lodging,MedCore Ltd
PHY00029,Psychiatry,NY,2024-04-11,429.04,Travel & Lodging,NovaHealth Inc
PHY00283,Rheumatology,IL,2025-09-05,521.7,Meal,Acme Pharma
PHY00189,General Practice,CA,2024-10-19,1339.49,Travel & Lodging,MedCore Ltd
PHY00375,Cardiology,GA,2024-09-17,235.77,Royalty,BioGen Solutions
PHY00394,Psychiatry,OH,2024-08-11,282.77,Consulting Fee,NovaHealth Inc
PHY00212,General Practice,NY,2025-07-06,387.14,Meal,BioGen Solutions
PHY00442,Psychiatry,NY,2024-05-30,141.25,Meal,Acme Pharma
PHY00467,Psychiatry,GA,2025-09-21,61.63,Meal,BioGen Solutions
PHY00156,Oncology,MI,2024-07-24,2374.5,Speaker Fee,BioGen Solutions
PHY00179,Cardiology,NY,2025-05-23,561.69,Travel & Lodging,Acme Pharma
PHY00196,Oncology,CA,2024-06-27,142.85,Consulting Fee,Acme Pharma
PHY00385,Pulmonology,PA,2024-06-07,254.94,Consulting Fee,BioGen Solutions
PHY00495,Pulmonology,OH,2025-06-02,87.75,Meal,Acme Pharma
PHY00259,Psychiatry,MI,2024-04-16,65.59,Travel & Lodging,NovaHealth Inc
PHY00347,Endocrinology,NY,2025-05-17,115.91,Speaker Fee,NovaHealth Inc
PHY00061,Endocrinology,IL,2024-04-29,1522.82,Research Payment,BioGen Solutions
PHY00031,Pulmonology,NC,2024-09-03,110.44,Travel & Lodging,NovaHealth Inc
PHY00027,Rheumatology,OH,2024-03-13,54.35,Meal,MedCore Ltd
PHY00299,Pulmonology,NC,2024-10-13,317.37,Research Payment,Acme Pharma
PHY00212,General Practice,NY,2024-03-16,41.61,Meal,MedCore Ltd
PHY00098,Neurology,PA,2024-12-31,749.07,Consulting Fee,BioGen Solutions
PHY00028,Oncology,MI,2025-12-13,52.85,Royalty,BioGen Solutions
PHY00081,General Practice,MI,2024-04-16,66.7,Consulting Fee,NovaHealth Inc
PHY00498,Neurology,NC,2024-11-06,214.29,Travel & Lodging,NovaHealth Inc
PHY00244,Cardiology,PA,2025-11-20,2203.57,Consulting Fee,MedCore Ltd
PHY00003,Pulmonology,CA,2024-07-25,56.62,Royalty,BioGen Solutions
PHY00202,Psychiatry,FL,2024-04-29,54.05,Consulting Fee,MedCore Ltd
PHY00295,Oncology,PA,2025-01-23,285.47,Speaker Fee,MedCore Ltd
PHY00200,Endocrinology,NY,2024-06-28,302.38,Consulting Fee,MedCore Ltd
PHY00076,Oncology,NY,2025-10-10,244.51,Meal,BioGen Solutions
PHY00147,Endocrinology,CA,2025-09-10,1028.6,Royalty,NovaHealth Inc
PHY00399,Psychiatry,TX,2024-08-08,168.48,Royalty,Acme Pharma
PHY00450,Rheumatology,CA,2024-03-02,396.64,Meal,MedCore Ltd
PHY00046,Neurology,NY,2025-10-20,560.82,Royalty,MedCore Ltd
PHY00119,Psychiatry,MI,2025-10-29,26.23,Speaker Fee,BioGen Solutions
PHY00320,Rheumatology,FL,2024-12-07,1253.32,Meal,NovaHealth Inc
PHY00456,Endocrinology,MI,2025-01-15,40.9,Royalty,MedCore Ltd
PHY00185,Cardiology,OH,2025-07-12,519.63,Meal,BioGen Solutions
PHY00236,Neurology,GA,2024-02-20,838.39,Research Payment,NovaHealth Inc
PHY00124,General Practice,FL,2025-08-11,400.53,Royalty,NovaHealth Inc
PHY00480,Neurology,OH,2025-06-16,55.61,Meal,MedCore Ltd
PHY00241,Oncology,TX,2024-09-07,451.5,Royalty,Acme Pharma
PHY00335,Rheumatology,PA,2025-09-15,1780.7,Research Payment,MedCore Ltd
PHY00016,Pulmonology,TX,2025-08-30,444.38,Speaker Fee,BioGen Solutions
PHY00343,Endocrinology,CA,2025-08-28,67.23,Travel & Lodging,NovaHealth Inc
PHY00487,Endocrinology,NY,2025-09-14,1306.87,Royalty,Acme Pharma
PHY00277,Cardiology,PA,2024-09-16,673.15,Travel & Lodging,Acme Pharma
PHY00286,Endocrinology,NY,2025-12-23,82.36,Royalty,Acme Pharma
PHY00271,Rheumatology,NY,2025-02-10,252.33,Meal,NovaHealth Inc
PHY00441,Cardiology,NY,2024-11-08,145.06,Speaker Fee,NovaHealth Inc
PHY00347,Endocrinology,NY,2024-09-02,235.23,Royalty,NovaHealth Inc
PHY00099,Rheumatology,OH,2024-02-02,497.36,Speaker Fee,MedCore Ltd
PHY00164,Neurology,OH,2025-08-11,202.82,Speaker Fee,MedCore Ltd
PHY00137,Cardiology,FL,2024-12-24,1130.29,Meal,NovaHealth Inc
PHY00376,Neurology,OH,2024-09-06,451.37,Royalty,NovaHealth Inc
PHY00278,Rheumatology,IL,2024-04-21,409.09,Consulting Fee,BioGen Solutions
PHY00032,Cardiology,GA,2024-06-29,988.44,Travel & Lodging,MedCore Ltd
PHY00286,Endocrinology,NY,2024-09-25,228.95,Royalty,BioGen Solutions
PHY00231,Rheumatology,MI,2024-03-26,205.88,Meal,MedCore Ltd
PHY00293,Cardiology,CA,2024-01-31,468.0,Royalty,BioGen Solutions
PHY00044,Psychiatry,OH,2024-03-22,2498.72,Speaker Fee,NovaHealth Inc
PHY00343,Endocrinology,CA,2025-07-20,73.83,Royalty,BioGen Solutions
PHY00497,Endocrinology,MI,2024-05-16,46.05,Consulting Fee,BioGen Solutions
PHY00112,General Practice,IL,2025-04-29,2869.49,Consulting Fee,MedCore Ltd
PHY00087,Rheumatology,MI,2024-09-21,87.98,Royalty,MedCore Ltd
PHY00232,Neurology,MI,2025-08-10,67.51,Speaker Fee,NovaHealth Inc
PHY00170,Rheumatology,FL,2024-05-07,435.74,Royalty,Acme Pharma
PHY00026,Rheumatology,MI,2025-07-26,128.84,Meal,MedCore Ltd
PHY00367,Rheumatology,NC,2024-02-29,273.42,Travel & Lodging,MedCore Ltd
PHY00277,Cardiology,PA,2024-07-09,433.41,Consulting Fee,NovaHealth Inc
PHY00405,Psychiatry,PA,2025-10-19,94.3,Royalty,BioGen Solutions
PHY00415,Endocrinology,GA,2024-01-28,29.78,Consulting Fee,Acme Pharma
PHY00344,Oncology,CA,2025-03-19,260.06,Speaker Fee,MedCore Ltd
PHY00287,Cardiology,NY,2024-10-29,454.59,Royalty,MedCore Ltd
PHY00308,Oncology,MI,2025-10-08,878.76,Meal,NovaHealth Inc
PHY00147,Endocrinology,CA,2024-12-11,2379.41,Research Payment,BioGen Solutions
PHY00398,Rheumatology,TX,2024-05-10,204.3,Speaker Fee,Acme Pharma
PHY00380,Cardiology,PA,2025-02-10,129.9,Research Payment,BioGen Solutions
PHY00444,Psychiatry,IL,2024-12-20,63.26,Research Payment,Acme Pharma
PHY00312,General Practice,IL,2024-01-02,142.47,Meal,NovaHealth Inc
PHY00194,General Practice,NC,2025-08-18,22.15,Royalty,Acme Pharma
PHY00207,Psychiatry,FL,2024-02-18,710.07,Royalty,BioGen Solutions
PHY00307,Neurology,FL,2024-07-17,1310.52,Research Payment,Acme Pharma
PHY00369,Endocrinology,NY,2025-06-09,83.93,Consulting Fee,MedCore Ltd
PHY00138,Cardiology,GA,2024-09-25,261.67,Meal,Acme Pharma
PHY00142,Cardiology,CA,2025-09-03,1177.73,Speaker Fee,BioGen Solutions
PHY00066,Oncology,FL,2024-11-24,912.3,Consulting Fee,NovaHealth Inc
PHY00231,Rheumatology,MI,2024-11-03,328.44,Meal,BioGen Solutions
PHY00021,Rheumatology,GA,2024-09-10,55.09,Speaker Fee,MedCore Ltd
PHY00478,Psychiatry,GA,2024-06-10,2041.23,Royalty,MedCore Ltd
PHY00454,Rheumatology,TX,2025-01-18,72.65,Travel & Lodging,Acme Pharma
PHY00328,General Practice,MI,2024-04-12,19.81,Royalty,BioGen Solutions
PHY00079,General Practice,MI,2025-04-26,158.57,Speaker Fee,Acme Pharma
PHY00087,Rheumatology,MI,2025-08-22,199.1,Meal,BioGen Solutions
PHY00324,Oncology,NY,2025-03-16,205.21,Royalty,MedCore Ltd
PHY00360,Endocrinology,IL,2024-01-07,316.36,Research Payment,BioGen Solutions
PHY00410,Rheumatology,NY,2025-11-28,44.3,Speaker Fee,MedCore Ltd
PHY00106,Oncology,IL,2024-01-13,2476.57,Research Payment,BioGen Solutions
PHY00152,Endocrinology,TX,2024-02-26,596.7,Royalty,Acme Pharma
PHY00440,Endocrinology,MI,2024-05-12,705.78,Research Payment,MedCore Ltd
PHY00206,Pulmonology,OH,2025-07-03,3017.0,Royalty,NovaHealth Inc
PHY00073,Cardiology,NY,2024-06-02,190.84,Royalty,NovaHealth Inc
PHY00177,Endocrinology,NC,2024-08-07,469.12,Royalty,NovaHealth Inc
PHY00431,Cardiology,GA,2024-07-21,115.12,Meal,Acme Pharma
PHY00326,Rheumatology,NC,2024-03-05,192.43,Consulting Fee,MedCore Ltd
PHY00244,Cardiology,PA,2025-06-10,18.29,Research Payment,Acme Pharma
PHY00439,General Practice,TX,2025-01-15,280.53,Consulting Fee,MedCore Ltd
PHY00166,Cardiology,MI,2025-12-03,250.18,Travel & Lodging,MedCore Ltd
PHY00374,Psychiatry,TX,2025-10-31,1182.31,Travel & Lodging,BioGen Solutions
PHY00014,Endocrinology,PA,2024-12-05,77.84,Consulting Fee,MedCore Ltd
PHY00268,Psychiatry,NC,2024-05-17,449.57,Royalty,NovaHealth Inc
PHY00162,Cardiology,NY,2025-11-22,625.59,Research Payment,MedCore Ltd
PHY00010,Oncology,NY,2024-05-17,855.02,Speaker Fee,NovaHealth Inc
PHY00201,General Practice,CA,2024-06-04,40.84,Travel & Lodging,NovaHealth Inc
PHY00396,Neurology,TX,2025-10-24,99.4,Meal,NovaHealth Inc
PHY00309,Psychiatry,GA,2025-06-25,867.72,Travel & Lodging,BioGen Solutions
PHY00438,Psychiatry,NY,2025-09-28,759.64,Consulting Fee,NovaHealth Inc
PHY00347,Endocrinology,NY,2025-01-25,146.07,Travel & Lodging,BioGen Solutions
PHY00082,Neurology,IL,2024-03-16,1831.98,Meal,BioGen Solutions
PHY00230,Pulmonology,NC,2025-04-23,495.16,Travel & Lodging,BioGen Solutions
PHY00200,Endocrinology,NY,2024-08-13,99.91,Consulting Fee,MedCore Ltd
PHY00031,Pulmonology,NC,2025-09-05,197.78,Consulting Fee,BioGen Solutions
PHY00088,Cardiology,MI,2024-03-03,308.63,Speaker Fee,BioGen Solutions
PHY00279,Cardiology,PA,2025-04-03,2394.14,Research Payment,NovaHealth Inc
PHY00285,Oncology,FL,2025-09-24,392.27,Speaker Fee,MedCore Ltd
PHY00389,Cardiology,OH,2025-10-21,484.51,Research Payment,MedCore Ltd
PHY00079,General Practice,MI,2025-12-05,266.67,Royalty,NovaHealth Inc
PHY00242,General Practice,IL,2024-02-20,284.99,Speaker Fee,NovaHealth Inc
PHY00314,General Practice,FL,2025-05-03,74.18,Research Payment,MedCore Ltd
PHY00369,Endocrinology,NY,2024-11-06,87.2,Research Payment,NovaHealth Inc
PHY00313,Neurology,NC,2024-06-01,1163.87,Royalty,NovaHealth Inc
PHY00113,Psychiatry,OH,2025-12-01,96.33,Meal,MedCore Ltd
PHY00222,Endocrinology,MI,2024-08-08,86.39,Travel & Lodging,NovaHealth Inc
PHY00484,Rheumatology,MI,2024-07-31,152.93,Research Payment,MedCore Ltd
PHY00065,General Practice,PA,2024-11-13,25.56,Speaker Fee,MedCore Ltd
PHY00243,Neurology,IL,2024-05-16,817.45,Consulting Fee,NovaHealth Inc
PHY00297,Rheumatology,NY,2024-03-29,229.66,Speaker Fee,Acme Pharma
PHY00442,Psychiatry,NY,2024-08-15,615.55,Travel & Lodging,Acme Pharma
PHY00099,Rheumatology,OH,2024-11-01,26.93,Royalty,MedCore Ltd
PHY00079,General Practice,MI,2024-10-27,276.96,Consulting Fee,Acme Pharma
PHY00493,Cardiology,NC,2025-04-21,23.01,Speaker Fee,Acme Pharma
PHY00312,General Practice,IL,2024-04-21,83.56,Research Payment,NovaHealth Inc
PHY00459,Endocrinology,NC,2024-08-17,36.48,Consulting Fee,Acme Pharma
PHY00008,Pulmonology,PA,2024-06-20,27.58,Travel & Lodging,NovaHealth Inc
PHY00352,Cardiology,CA,2024-02-18,2303.61,Meal,NovaHealth Inc
PHY00462,Pulmonology,GA,2024-06-06,585.36,Research Payment,MedCore Ltd
PHY00337,Pulmonology,TX,2025-11-01,220.0,Consulting Fee,NovaHealth Inc
PHY00404,Cardiology,NC,2025-10-08,405.58,Speaker Fee,BioGen Solutions
PHY00474,Neurology,OH,2025-03-04,1223.8,Meal,NovaHealth Inc
PHY00002,Neurology,OH,2024-07-30,821.81,Research Payment,MedCore Ltd
PHY00230,Pulmonology,NC,2025-05-20,39.75,Research Payment,BioGen Solutions
PHY00221,Endocrinology,IL,2025-03-17,95.87,Consulting Fee,Acme Pharma
PHY00279,Cardiology,PA,2025-12-06,3476.16,Royalty,Acme Pharma
PHY00411,Endocrinology,CA,2025-02-24,383.66,Speaker Fee,NovaHealth Inc
PHY00358,Psychiatry,OH,2024-01-17,20.64,Travel & Lodging,Acme Pharma
PHY00308,Oncology,MI,2025-03-19,427.7,Research Payment,NovaHealth Inc
PHY00290,Psychiatry,TX,2024-12-16,61.24,Royalty,MedCore Ltd
PHY00161,General Practice,TX,2024-05-19,66.26,Consulting Fee,NovaHealth Inc
PHY00012,General Practice,GA,2024-11-30,7056.1,Meal,MedCore Ltd
PHY00292,Endocrinology,CA,2024-09-06,2096.93,Consulting Fee,BioGen Solutions
PHY00038,Cardiology,CA,2024-10-26,505.26,Travel & Lodging,Acme Pharma
PHY00380,Cardiology,PA,2025-04-13,1046.52,Consulting Fee,Acme Pharma
PHY00309,Psychiatry,GA,2024-09-18,489.52,Research Payment,NovaHealth Inc
PHY00249,Cardiology,FL,2024-09-01,2388.05,Consulting Fee,BioGen Solutions
PHY00175,Psychiatry,MI,2025-12-16,277.14,Research Payment,NovaHealth Inc
PHY00315,Endocrinology,PA,2024-02-28,345.77,Research Payment,MedCore Ltd
PHY00386,Psychiatry,IL,2024-08-05,376.39,Royalty,Acme Pharma
PHY00138,Cardiology,GA,2025-02-09,249.09,Research Payment,Acme Pharma
PHY00406,Neurology,CA,2024-04-19,241.51,Consulting Fee,Acme Pharma
PHY00091,Psychiatry,PA,2025-02-17,127.6,Speaker Fee,NovaHealth Inc
PHY00133,Cardiology,GA,2024-10-09,1276.51,Consulting Fee,NovaHealth Inc
PHY00446,Endocrinology,MI,2024-02-01,534.32,Speaker Fee,NovaHealth Inc
PHY00143,Neurology,NY,2025-02-13,1217.51,Research Payment,MedCore Ltd
PHY00032,Cardiology,GA,2024-01-28,232.74,Research Payment,BioGen Solutions
PHY00018,Psychiatry,TX,2024-04-12,32.51,Royalty,BioGen Solutions
PHY00139,General Practice,TX,2025-11-02,26.55,Travel & Lodging,BioGen Solutions
PHY00325,Rheumatology,IL,2024-08-26,322.26,Royalty,Acme Pharma
PHY00111,Psychiatry,MI,2025-02-11,734.74,Meal,Acme Pharma
PHY00162,Cardiology,NY,2025-08-26,4833.01,Royalty,BioGen Solutions
PHY00205,Neurology,NC,2025-02-18,94.47,Consulting Fee,Acme Pharma
PHY00117,Cardiology,OH,2025-10-26,58.62,Meal,MedCore Ltd
PHY00082,Neurology,IL,2025-06-01,476.24,Travel & Lodging,NovaHealth Inc
PHY00326,Rheumatology,NC,2025-08-12,121.67,Travel & Lodging,MedCore Ltd
PHY00321,Psychiatry,NY,2025-11-14,105.44,Travel & Lodging,NovaHealth Inc
PHY00192,Endocrinology,NC,2024-11-24,82.54,Royalty,Acme Pharma
PHY00434,Psychiatry,FL,2024-03-03,610.12,Meal,Acme Pharma
PHY00177,Endocrinology,NC,2024-07-22,389.04,Royalty,NovaHealth Inc
PHY00488,Neurology,NC,2025-06-16,311.81,Consulting Fee,MedCore Ltd
PHY00324,Oncology,NY,2024-06-08,407.79,Speaker Fee,NovaHealth Inc
PHY00413,Rheumatology,FL,2024-03-06,1319.73,Royalty,BioGen Solutions
PHY00044,Psychiatry,OH,2025-12-22,328.42,Meal,BioGen Solutions
PHY00091,Psychiatry,PA,2024-10-27,145.23,Consulting Fee,BioGen Solutions
PHY00411,Endocrinology,CA,2024-04-07,134.06,Travel & Lodging,Acme Pharma
PHY00026,Rheumatology,MI,2024-01-28,118.49,Travel & Lodging,NovaHealth Inc
PHY00102,Oncology,NY,2024-06-24,37.24,Speaker Fee,Acme Pharma
PHY00457,Rheumatology,NC,2025-02-26,307.62,Travel & Lodging,MedCore Ltd
PHY00380,Cardiology,PA,2025-06-14,314.12,Meal,NovaHealth Inc
PHY00141,Psychiatry,CA,2025-06-20,33.28,Speaker Fee,Acme Pharma
PHY00295,Oncology,PA,2025-01-23,40.59,Consulting Fee,NovaHealth Inc
PHY00107,Rheumatology,CA,2024-04-20,44.3,Speaker Fee,Acme Pharma
PHY00134,Pulmonology,OH,2025-12-20,104.13,Speaker Fee,BioGen Solutions
PHY00257,General Practice,PA,2025-11-27,556.49,Research Payment,MedCore Ltd
PHY00087,Rheumatology,MI,2024-01-19,67.2,Royalty,BioGen Solutions
PHY00386,Psychiatry,IL,2024-02-25,366.23,Consulting Fee,BioGen Solutions
PHY00150,Psychiatry,TX,2024-10-09,113.6,Research Payment,MedCore Ltd
PHY00316,Psychiatry,CA,2025-10-29,219.04,Consulting Fee,Acme Pharma
PHY00462,Pulmonology,GA,2024-04-26,148.23,Speaker Fee,MedCore Ltd
PHY00331,Cardiology,IL,2025-09-22,42.25,Meal,NovaHealth Inc
PHY00075,Pulmonology,GA,2024-09-28,155.08,Travel & Lodging,BioGen Solutions
PHY00283,Rheumatology,IL,2025-07-16,5026.39,Travel & Lodging,MedCore Ltd
PHY00251,Rheumatology,OH,2024-05-09,2073.0,Meal,NovaHealth Inc
PHY00432,Rheumatology,FL,2025-11-22,526.76,Speaker Fee,NovaHealth Inc
PHY00321,Psychiatry,NY,2024-10-16,104.57,Consulting Fee,Acme Pharma
PHY00240,Psychiatry,MI,2025-04-19,97.39,Royalty,MedCore Ltd
PHY00286,Endocrinology,NY,2024-07-11,98.1,Consulting Fee,MedCore Ltd
PHY00118,Rheumatology,MI,2024-01-06,37.17,Travel & Lodging,NovaHealth Inc
PHY00051,General Practice,MI,2024-10-20,366.52,Consulting Fee,MedCore Ltd
PHY00392,Endocrinology,TX,2024-09-05,454.18,Research Payment,BioGen Solutions
PHY00382,Rheumatology,NY,2025-03-25,361.81,Travel & Lodging,Acme Pharma
PHY00443,Cardiology,IL,2025-10-17,851.95,Speaker Fee,Acme Pharma
PHY00268,Psychiatry,NC,2025-04-20,88.03,Research Payment,MedCore Ltd
PHY00289,Cardiology,NC,2024-07-30,134.91,Consulting Fee,BioGen Solutions
PHY00362,Cardiology,MI,2025-09-03,166.98,Royalty,NovaHealth Inc
PHY00327,Endocrinology,TX,2025-10-08,222.88,Meal,BioGen Solutions
PHY00136,Pulmonology,CA,2024-06-30,10.8,Consulting Fee,BioGen Solutions
PHY00182,General Practice,FL,2025-06-16,3846.31,Speaker Fee,BioGen Solutions
PHY00218,Pulmonology,OH,2025-08-27,1143.83,Research Payment,BioGen Solutions
PHY00157,General Practice,GA,2025-05-07,3353.91,Travel & Lodging,MedCore Ltd
PHY00290,Psychiatry,TX,2024-02-29,157.7,Meal,NovaHealth Inc
PHY00002,Neurology,OH,2024-12-01,2867.41,Meal,MedCore Ltd
PHY00096,Rheumatology,OH,2024-06-13,242.17,Speaker Fee,Acme Pharma
PHY00365,General Practice,CA,2024-06-24,390.7,Research Payment,MedCore Ltd
PHY00157,General Practice,GA,2024-10-05,267.7,Travel & Lodging,BioGen Solutions
PHY00491,Psychiatry,MI,2025-06-02,515.35,Royalty,NovaHealth Inc
PHY00426,Pulmonology,NY,2025-04-02,44.17,Travel & Lodging,MedCore Ltd
PHY00482,Rheumatology,OH,2025-02-10,282.6,Research Payment,NovaHealth Inc
PHY00199,Pulmonology,PA,2025-01-25,190.21,Consulting Fee,BioGen Solutions
PHY00334,Endocrinology,CA,2025-05-12,261.29,Speaker Fee,MedCore Ltd
PHY00493,Cardiology,NC,2025-06-04,415.59,Travel & Lodging,NovaHealth Inc
PHY00130,Neurology,GA,2024-03-21,310.15,Speaker Fee,Acme Pharma
PHY00133,Cardiology,GA,2025-07-15,311.4,Speaker Fee,MedCore Ltd
PHY00088,Cardiology,MI,2025-09-15,747.43,Consulting Fee,Acme Pharma
PHY00156,Oncology,MI,2025-09-16,110.72,Royalty,BioGen Solutions
PHY00238,Rheumatology,NC,2024-11-29,103.98,Royalty,NovaHealth Inc
PHY00177,Endocrinology,NC,2024-09-17,321.04,Research Payment,BioGen Solutions
PHY00143,Neurology,NY,2025-12-09,191.47,Royalty,BioGen Solutions
PHY00296,Neurology,PA,2025-07-28,882.88,Speaker Fee,BioGen Solutions
PHY00463,Rheumatology,CA,2024-08-01,64.18,Meal,NovaHealth Inc
PHY00109,Rheumatology,IL,2025-06-04,175.22,Consulting Fee,BioGen Solutions
PHY00358,Psychiatry,OH,2025-12-04,1370.63,Speaker Fee,BioGen Solutions
PHY00466,General Practice,CA,2024-12-17,344.29,Speaker Fee,Acme Pharma
PHY00288,Pulmonology,FL,2024-09-01,107.0,Meal,Acme Pharma
PHY00302,Cardiology,PA,2025-04-24,107.56,Research Payment,MedCore Ltd
PHY00430,Neurology,PA,2025-09-29,95.24,Consulting Fee,Acme Pharma
PHY00302,Cardiology,PA,2024-06-27,333.44,Royalty,BioGen Solutions
PHY00081,General Practice,MI,2024-06-18,159.24,Speaker Fee,BioGen Solutions
PHY00418,Oncology,CA,2024-11-12,371.94,Research Payment,Acme Pharma
PHY00481,Neurology,NY,2025-12-11,174.42,Meal,MedCore Ltd
PHY00192,Endocrinology,NC,2025-01-31,114.77,Meal,MedCore Ltd
PHY00107,Rheumatology,CA,2024-04-07,78.92,Consulting Fee,BioGen Solutions
PHY00242,General Practice,IL,2025-07-07,89.53,Speaker Fee,NovaHealth Inc
PHY00188,General Practice,IL,2025-01-19,241.33,Research Payment,Acme Pharma
PHY00087,Rheumatology,MI,2025-05-03,80.91,Speaker Fee,Acme Pharma
PHY00345,Endocrinology,TX,2025-06-01,234.12,Royalty,Acme Pharma
PHY00460,Endocrinology,NC,2024-05-14,961.69,Research Payment,Acme Pharma
PHY00497,Endocrinology,MI,2024-01-04,172.36,Consulting Fee,BioGen Solutions
PHY00363,Cardiology,MI,2025-12-17,431.47,Consulting Fee,MedCore Ltd
PHY00032,Cardiology,GA,2024-07-30,544.93,Travel & Lodging,NovaHealth Inc
PHY00234,Neurology,PA,2025-02-11,796.7,Royalty,NovaHealth Inc
PHY00050,Rheumatology,MI,2025-03-05,88.15,Consulting Fee,Acme Pharma
PHY00411,Endocrinology,CA,2024-08-28,102.05,Speaker Fee,BioGen Solutions
PHY00236,Neurology,GA,2025-10-26,1186.76,Meal,Acme Pharma
PHY00114,Rheumatology,FL,2024-09-08,531.71,Meal,NovaHealth Inc
PHY00142,Cardiology,CA,2025-09-17,1355.88,Speaker Fee,BioGen Solutions
PHY00334,Endocrinology,CA,2025-07-18,210.19,Travel & Lodging,NovaHealth Inc
PHY00042,General Practice,TX,2025-03-31,223.08,Travel & Lodging,NovaHealth Inc
PHY00105,Oncology,NC,2025-02-03,709.77,Royalty,NovaHealth Inc
PHY00284,General Practice,IL,2025-05-30,3304.78,Royalty,MedCore Ltd
PHY00009,General Practice,MI,2025-02-23,200.57,Research Payment,MedCore Ltd
PHY00348,Neurology,CA,2025-10-22,43.66,Meal,BioGen Solutions
PHY00366,General Practice,IL,2024-08-14,473.5,Royalty,MedCore Ltd
PHY00439,General Practice,TX,2024-12-21,71.64,Meal,Acme Pharma
PHY00081,General Practice,MI,2024-02-15,173.67,Consulting Fee,Acme Pharma
PHY00298,General Practice,OH,2025-02-10,1864.55,Meal,MedCore Ltd
PHY00227,Pulmonology,NY,2024-03-19,179.17,Consulting Fee,NovaHealth Inc
PHY00032,Cardiology,GA,2025-12-23,618.1,Research Payment,MedCore Ltd
PHY00048,General Practice,MI,2025-03-10,462.3,Consulting Fee,BioGen Solutions
PHY00327,Endocrinology,TX,2024-06-13,329.61,Research Payment,BioGen Solutions
PHY00041,Endocrinology,OH,2024-06-16,257.56,Travel & Lodging,NovaHealth Inc
PHY00318,Cardiology,CA,2025-03-02,349.94,Speaker Fee,MedCore Ltd
PHY00123,Oncology,TX,2024-09-03,304.53,Research Payment,Acme Pharma
PHY00261,Cardiology,NY,2025-05-20,557.45,Travel & Lodging,Acme Pharma
PHY00086,Endocrinology,CA,2024-04-13,44.96,Research Payment,Acme Pharma
PHY00246,Rheumatology,GA,2024-02-07,38.06,Meal,Acme Pharma
PHY00011,Endocrinology,GA,2025-10-01,295.59,Royalty,BioGen Solutions
PHY00444,Psychiatry,IL,2025-07-09,3051.1,Research Payment,NovaHealth Inc
PHY00182,General Practice,FL,2024-04-21,273.47,Meal,Acme Pharma
PHY00422,Oncology,TX,2024-09-21,524.42,Speaker Fee,Acme Pharma
PHY00369,Endocrinology,NY,2024-12-12,71.42,Consulting Fee,MedCore Ltd
PHY00420,Rheumatology,GA,2024-12-19,45.35,Speaker Fee,BioGen Solutions
PHY00489,Cardiology,OH,2025-03-03,94.32,Research Payment,BioGen Solutions
PHY00050,Rheumatology,MI,2025-12-09,782.86,Speaker Fee,MedCore Ltd
PHY00323,Neurology,TX,2024-09-14,870.74,Consulting Fee,MedCore Ltd
PHY00403,Endocrinology,FL,2025-02-27,258.98,Travel & Lodging,NovaHealth Inc
PHY00173,Endocrinology,NC,2025-09-19,216.53,Consulting Fee,BioGen Solutions
PHY00489,Cardiology,OH,2025-08-03,99.08,Research Payment,Acme Pharma
PHY00053,Endocrinology,CA,2025-09-15,1005.18,Royalty,BioGen Solutions
PHY00418,Oncology,CA,2025-09-16,568.55,Royalty,MedCore Ltd
